"file","method","embedding","k","nf","nu","runtime_sec","silhouette","ch","prob_silh","wss","n_obs","status","embedding_dim","embedding_label","model_id"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k4_nf4.rds","RKM","user_embeddings_128",4,4,NA,452.020285844803,-0.00881992752406859,91.2050839526365,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k4__nf4"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k4_nf5.rds","RKM","user_embeddings_128",4,5,NA,471.512196779251,-0.0115665598568095,91.2120572930265,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k4__nf5"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k5_nf2.rds","RKM","user_embeddings_128",5,2,NA,646.929418087006,0.136094795478181,78.3270436480861,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k5__nf2"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k5_nf3.rds","RKM","user_embeddings_128",5,3,NA,522.910442113876,0.130246027590743,78.9590926986252,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k5__nf3"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k5_nf4.rds","RKM","user_embeddings_128",5,4,NA,555.860205173492,0.131623219162585,79.1934889049736,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k5__nf4"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k5_nf5.rds","RKM","user_embeddings_128",5,5,NA,628.593357563019,0.149890947573574,79.2514033388532,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k5__nf5"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k6_nf2.rds","RKM","user_embeddings_128",6,2,NA,843.18749666214,0.0898018096066095,68.2874049995739,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k6__nf2"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k6_nf3.rds","RKM","user_embeddings_128",6,3,NA,1254.25492691994,-0.019184983229984,70.1182393265255,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k6__nf3"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k6_nf4.rds","RKM","user_embeddings_128",6,4,NA,935.61364030838,-0.0228659359169798,70.8590786293746,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k6__nf4"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k6_nf5.rds","RKM","user_embeddings_128",6,5,NA,978.896096944809,-0.0198044139566478,71.0125385450293,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k6__nf5"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k7_nf2.rds","RKM","user_embeddings_128",7,2,NA,1108.99636173248,0.0864784703950242,60.6443308298327,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k7__nf2"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k7_nf3.rds","RKM","user_embeddings_128",7,3,NA,2274.95335745811,-0.0367156176522128,62.5117422248309,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k7__nf3"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k7_nf4.rds","RKM","user_embeddings_128",7,4,NA,753.71683382988,-0.022058938149255,63.444190624888,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k7__nf4"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k7_nf5.rds","RKM","user_embeddings_128",7,5,NA,640.249001264572,-0.0305672533829618,63.9055059878512,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k7__nf5"
"/content/drive/MyDrive/math252-project-colab-output/output/benchmark_cache/rkm_user_embeddings_128_k8_nf2.rds","RKM","user_embeddings_128",8,2,NA,1169.944647789,-0.0459131823742423,54.9875326896547,NA,NA,6040,"ok",128,"128-dimensional","RKM__user_embeddings_128__k8__nf2"
